0x7100ce61e0,"IsCheckZoom"
0x7100ce8f65,"BossFireFireBall"
0x7100ce8f76,"BeardR4"
0x7100ce8f7e,"ZoomFovyFar"
0x7100ce8f8a,"StageName"
0x7100ce8f94,"Stage"
0x7100ce8f9a,"CourseInRove"
0x7100ce8fa7,"ステージ開始デモ"
0x7100ce8fc0,"WaitCoverd"
0x7100ce8fcb,"CrawlerLauncher"
0x7100ce8fdb,"CrawlerMax"
0x7100ce8fe6,"[state]飛行敵プレイヤー発見"
0x7100ce900c,"RideKillerMagnum"
0x7100ce901d,"StepDisappear"
0x7100ce902b,"モーキン"
0x7100ce9038,"OnColliderForce"
0x7100ce9048,"水に入った"
0x7100ce9058,"SwimClimbReaction"
0x7100ce906a,"ShadowLength"
0x7100ce9077,"HeadlampsCrossSizzleLv"
0x7100ce908e,"UkiboItem"
0x7100ce9098,"BreakParts"
0x7100ce90a3,"AmiiboGuideMessage"
0x7100ce90b6,"ButtonArrowParts"
0x7100ce90c7,"Spotlight"
0x7100ce90d1,"RightOut"
0x7100ce90da,"MenuSrcoll"
0x7100ce90e5,"TxtCheckpoint_Lose%d"
0x7100ce90fc,"ParGoal"
0x7100ce9104,"ChallengeMessage"
0x7100ce9115,"ドットキノピオコースインレイアウト"
0x7100ce9149,"TouchRotatePanelGuide_Tabletop"
0x7100ce9168,"TouchPointer_SingleJoyCon"
0x7100ce9182,"isDisplayOnce"
0x7100ce9190,"Joycon2player"
0x7100ce919e,"2p_buttons"
0x7100ce91a9,"1playerCam_Handheld"
0x7100ce91bd,"PlayerKinopio"
0x7100ce91cb,"PlayerP2"
0x7100ce91d4,"S3NoDLC"
0x7100ce91dc,"State2"
0x7100ce91e3,"AOCWelcomeMessage2"
0x7100ce91f6,"ContinueAppear"
0x7100ce9205,"ManeckMazeComplete"
0x7100ce9218,"タイトルロゴ"
0x7100ce922b,"カメラ変更ウィンドウ"
0x7100ce924a,"txt_header"
0x7100ce9255,"プレイヤー全員居るかチェックエリアグループ"
0x7100ce9295,"StateRouteDokanOut"
0x7100ce92a8,"GuideBalloonPosition"
0x7100ce92bd,"SwitchStopForceOn"
0x7100ce92cf,"OffWaitAnim"
0x7100ce92db,"パーツリスト"
0x7100ce92ee,"StandBy"
0x7100ce92f6,"HalfDown"
0x7100ce92ff,"IsWideRangeLight"
0x7100ce9310,"BreakMapPartsNeedleBall"
0x7100ce9328,"残留モデル"
0x7100ce9338,"RabbitAppear"
0x7100ce9345,"SwitchDeadOn"
0x7100ce9352,"TimerFaster"
0x7100ce935e,"SpeedMode"
0x7100ce9368,"Attach"
0x7100ce936f,"ThroughWaterBottom"
0x7100ce9382,"GotAnimation"
0x7100ce938f,"GhostPlayerHurryUp0"
0x7100ce93a3,"RotateAccelOff"
0x7100ce93b2,"巨大マリオ吹き飛び"
0x7100ce93ce,"BlinkL"
0x7100ce93d5,"エコー発生点"
0x7100ce93e8,"FlowerRhythm"
0x7100ce93f5,"P%i x%i"
0x7100ce93fd,"ボス鳥(デモ)"
0x7100ce940f,"BendRate"
0x7100ce9418,"SlideMax"
0x7100ce9421,"TreeWait"
0x7100ce942a,"TreeHandStandWait"
0x7100ce943c,"ClimbSquatWalk"
0x7100ce944b,"SwimStandWait"
0x7100ce9459,"GuideEnableArea"
0x7100ce9469,"DownFirst"
0x7100ce9473,"MaxCorner"
0x7100ce947d,"MoveAccel"
0x7100ce9487,"IsLimitJointMove"
0x7100ce9498,"完成"
0x7100ce949f,"Off光源"
0x7100ce94a9,"OnToOff"
0x7100ce94b1,"PosterType"
0x7100ce94bc,"IsInvalidSensorAndStopAnimAfterEmpty"
0x7100ce94e1,"ダメージなし反転"
0x7100ce94fa,"RightDown"
0x7100ce9504,"SpotLightPatroller"
0x7100ce9517,"Fovy40"
0x7100ce951e,"UseShadow"
0x7100ce9528,"タッチ平行移動パーツ"
0x7100ce9547,"回転失敗"
0x7100ce9554,"CoinBlow"
0x7100ce955d,"放出コイン"
0x7100ce956d,"BgmSituationNameGetOn"
0x7100ce9583,"Screenshot0"
0x7100ce958f,"IsBonus"
0x7100ce9597,"OpenMole"
0x7100ce95a0,"PermitDegree"
0x7100ce95ad,"RotateDegree3"
0x7100ce95bb,"木箱Zプリパスモデル"
0x7100ce95d8,"MoveStartDistance"
0x7100ce95ea,"InvincibleBody"
0x7100ce95f9,"PgSlipOnIce"
0x7100ce9605,"JumpHipDrop"
0x7100ce9611,"TrampleJumpBack"
0x7100ce9621,"TurnWater"
0x7100ce962b,"ObjectData/KinopioAnimation"
0x7100ce9647,"着地[水中]"
0x7100ce9656,"目"
0x7100ce965a,"FootLand"
0x7100ce9663,"SePvGetStar"
0x7100ce966f,"BodyRadius"
0x7100ce967a,"PullOutDirectTargetEnableDistance"
0x7100ce969c,"DashSpeedMaxInvincible"
0x7100ce96b3,"WalkWaterAnimRate"
0x7100ce96c5,"LookAtAngleYawMax"
0x7100ce96d7,"FlashRangeAttackDegreeScale"
0x7100ce96f3,"JumpHVelSamplingNum"
0x7100ce9707,"StandSwimRisePower"
0x7100ce971a,"TrampleJumpGravity"
0x7100ce972d,"SwimSurfaceStartDist"
0x7100ce9742,"SwimSurfaceEndDistShort"
0x7100ce975a,"SinkSandMoveDashSpeedMax"
0x7100ce9773,"KnockDownVelH"
0x7100ce9781,"ObjectData/KinopioMini"
0x7100ce9798,"ObjectData/KinopioFire"
0x7100ce97af,"ObjectData/KinopioHandL"
0x7100ce97c7,"ObjectData/KinopioMiniHandL"
0x7100ce97e3,"HairL1"
0x7100ce97ea,"cam_ctrl_horz"
0x7100ce97f8,"app_version"
0x7100ce9804,"RoarAttack"
0x7100ce980f,"StartPoseDragon"
0x7100ce981f,"起動画面"
0x7100ce982c,"ObjectList"
0x7100ce9837,"PlayerBindAnimObj"
0x7100ce9849,"RotateMapParts"
0x7100ce9858,"SwitchClippingDirector"
0x7100ce986f,"プロジェクトカメラファクトリー"
0x7100ce989d,"コインx10"
0x7100ce98aa,"巨大キノコ"
0x7100ce98ba,"ボーナスリザルト"
0x7100ce98d3,"Follow"
0x7100ce98da,"常駐[2nd]"
0x7100ce98e6,"ShowTutorial3_RightJoy"
0x7100ce98fd,"StageType"
0x7100ce9907,"Default"
0x7100ce990f,"CoinInfinity"
0x7100ce991c,"ChapterName_AOC_v1"
0x7100ce992f,"Soil"
0x7100ce9934,"Cloud"
0x7100ce993a,"キック甲羅ヒット[壊れ]"
0x7100ce995b,"ColorOffsetR"
0x7100ce9968,"子供スイッチOnエリア"
0x7100ce9986,"BlockRailShapeTerminater"
0x7100ce999f,"UpAxisIndex"
0x7100ce99ab,"IsResetAngleElevation"
0x7100ce99c1,"IsInvalidPadCtrl"
0x7100ce99d2,"SpeedCompensationH"
0x7100ce99e5,"Character1_Head"
0x7100ce99f5,"zero"
0x7100ce99fa,"one_minus_src_color"
0x7100ce9a0e,"enable_depth_write"
0x7100ce9a21,"IsClearLightBuffer"
0x7100ce9a34,"AntiAliasDetectEdgeQuality"
0x7100ce9a4f,"%s_%s_%s"
0x7100ce9a58,"ColorCorrection"
0x7100ce9a68,"Half Linear Depth"
0x7100ce9a7a,"DRCアシスト"
0x7100ce9a8a,"ＮＰＣ"
0x7100ce9a94,"Zマスク[インダイレクト]"
0x7100ce9ab6,"IsPlaySign"
0x7100ce9ac1,"Pcf"
0x7100ce9ac5,"配置情報からのパラメータ"
0x7100ce9aea,"ProjLightNear"
0x7100ce9af8,"RadialBlurJointName"
0x7100ce9b0c,"プレイヤー[PreMovement]"
0x7100ce9b29,"影ボリューム"
0x7100ce9b3c,"IsNoDeclarePlacementActor"
0x7100ce9b56,"InitEffect"
0x7100ce9b61,"ActorParam"
0x7100ce9b6c,"RotateAccel"
0x7100ce9b78,"UnKnown"
0x7100ce9b80,"tex_srt"
0x7100ce9b88,"IndirectHeatShimmer"
0x7100ce9b9c,"ReduceCount"
0x7100ce9ba8,"God Ray ComposeBuffer"
0x7100ce9bbe,"Localized"
0x7100ce9bc8,"uDeltaE"
0x7100ce9bd0,"DEPTH_SHADOW_TYPE"
0x7100ce9be2,"Color Scale (Also applies outside of scene model lights)"
0x7100ce9c1b,"10:フチと中央"
0x7100ce9c2e,"26:シーン夜右上から光"
0x7100ce9c4d,"DefaultStage"
0x7100ce9c5a,"map_fresnel_curve"
0x7100ce9c6c,"Obj"
0x7100ce9c70,"地形[輪郭のみ(中)]"
0x7100ce9c8a,"オブジェ[鉄系]"
0x7100ce9c9f,"Uber.bfsha"
0x7100ce9caa,"アクター２の鏡Ｙオフセット"
0x7100ce9cd2,"カメラ２ニアオフセット"
0x7100ce9cf4,"Min=10.0f, Max=2000.0f"
0x7100ce9d0b,"プリパス or VSM シャドウマップサイズ"
0x7100ce9d3e,"影の計算法"
0x7100ce9d4e,"CameraAt"
0x7100ce9d57,"CameraUp"
0x7100ce9d60,"ShadowMask"
0x7100ce9d6b,"- %s\n"
0x7100ce9d71,"- "
0x7100ce9d74,"_ftp"
0x7100ce9d79,"SubSituationInfoList"
0x7100ce9d8e,"Chord"
0x7100ce9d94,"cDepthBuffer"
0x7100ce9da1,"parent"
0x7100ce9da8,"BindWorldAxisY"
0x7100ce9db7,"EUpt"
0x7100ce9dbc,"DistortionMeshCurveFittingShader"
0x7100ce9ddd,"nvnDeviceGetProcAddress"
0x7100ce9df5,"nvnDeviceWalkDebugDatabase"
0x7100ce9e10,"nvnSamplerPoolRegisterSampler"
0x7100ce9e2e,"nvnBufferGetAddress"
0x7100ce9e42,"nvnMultisampleStateSetCoverageToColorOutput"
0x7100ce9e6e,"nvnMultisampleStateGetSampleLocationsGridEnable"
0x7100ce9e9e,"nvnCommandBufferBindTransformFeedbackBuffer"
0x7100ce9eca,"nvnCommandBufferGetMemoryCallbackData"
0x7100ce9ef0,"nvnSyncFinalize"
0x7100ce9f00,"bushvt"
0x7100ce9f07,"ArchiveShader-%s.bnsh"
0x7100ce9f1d,"Stripe            WorkSize : %d \n"
0x7100ce9f3f,"Invalid EmitterSet has been detected. Invalidates handle."
0x7100ce9f79,"sysPosDeltaBuff"
0x7100ce9f89,"sysCustomShaderTextureArraySampler0"
0x7100ce9fad,"sysCustomShaderTextureArraySampler3"
0x7100ce9fd1,"sysCustomShaderShadowSampler3"
0x7100ce9fef,"Alignment Unmatched Error!!! Please check your binary file.\n"
0x7100cea02c,"Emitter        Num :%8d\n"
0x7100cea045,"Task"
0x7100cea04a," Inf"
0x7100cea04f,"Apr"
0x7100cea053,"Nov"
0x7100cea057,"JPja, USen, USes, USfr, USpt, EUen, EUes, EUfr, EUde, EUit, EUpt, EUnl, EUru, KRko, CNzh, TWzh"
0x7100cea0b6,"---"
0x7100cea0ba,"NVN_DEVICE_INFO_COLOR_BUFFER_BINDINGS"
0x7100cea0e0,"NVN_DEVICE_INFO_MEMPOOL_TEXTURE_OBJECT_PAGE_ALIGNMENT"
0x7100cea116,"NVN_DEVICE_INFO_SUPPORTS_CONSERVATIVE_RASTER"
0x7100cea143,"NVN_DEVICE_INFO_MAX_SAMPLE_LOCATION_TABLE_ENTRIES"
0x7100cea175,"NVN_DEVICE_INFO_QUEUE_COMMAND_MEMORY_GRANULARITY"
0x7100cea1a6,"#define AGL_FRAGMENT_SHADER\n#define AGL_VARYING in\nprecision highp float;\nprecision highp int;\n"
0x7100cea206,"cTextureFormat_R16_G16_sInt"
0x7100cea222,"cTextureFormat_R32_G32_sInt"
0x7100cea23e,"cTextureFormat_R16_G16_B16_A16_float"
0x7100cea263,"cTextureFormat_R32_G32_B32_A32_float"
0x7100cea288,"MipLevel"
0x7100cea291,"color_2d_array_quad"
0x7100cea2a5,"uint_array"
0x7100cea2b0,"texture_cube_map_array"
0x7100cea2c7,"smaa_weight_calculation"
0x7100cea2df,"depth_shadow_debug"
0x7100cea2f2,"cubemap_sh"
0x7100cea2fd,"uTextureColor_3"
0x7100cea30d,"cLumaCoeff"
0x7100cea318,"cNearFar"
0x7100cea321,"cFrameRCP"
0x7100cea32b,"cTexWidthInv"
0x7100cea338,"uParam0"
0x7100cea340,"sTexHead"
0x7100cea349,"cTextureMask"
0x7100cea356,"cFrustumCorner"
0x7100cea365,"cBias"
0x7100cea36b,"cWeight"
0x7100cea373,"cRayParamF"
0x7100cea37e,"Uniform"
0x7100cea386,"scatter_fog_density"
0x7100cea39a,"delta J"
0x7100cea3a2,"param_list"
0x7100cea3ad,"define"
0x7100cea3b4,"reduce_temp"
0x7100cea3c0,"ぼかし最大半径"
0x7100cea3d6,"リプロジェクション"
0x7100cea3f2,"depth_mask_reference"
0x7100cea407,"DEBUG_NO"
0x7100cea410,"IS_EDGE_DETECTION_DISCARDABLE"
0x7100cea42e,"depth_offset"
0x7100cea43b,"ぼかし回数"
0x7100cea44b,"HDRCompose"
0x7100cea456,"%sthreshold_range"
0x7100cea468,"Comment=You can disable %s while leaving the settings the same by removing the check "
0x7100cea4be,"comp_sel_g"
0x7100cea4c9,"Near enable"
0x7100cea4d5,"Mode=RGBOnly, Max=2"
0x7100cea4e9,"TextureInfo%d"
0x7100cea4f7,"r8 uN"
0x7100cea4fd,"rg8 uI"
0x7100cea504,"rg8 sI"
0x7100cea50b,"a1bgr5 uN"
0x7100cea515,"rg16 f"
0x7100cea51c,"rgba16 uN"
0x7100cea526,"IsEnableRotateInv%d"
0x7100cea53a,"画面端の扱い"
0x7100cea54d,"Texture"
0x7100cea555,"法線をシャドウに反映する角度"
0x7100cea580,"SSAOを一緒にぼかす"
0x7100cea59a,"shadow_prepass_light_buffer_temp"
0x7100cea5bb,"mip_level_num"
0x7100cea5c9,"shadow_map"
0x7100cea5d4,"expand_to_mem2"
0x7100cea5e3,"BC4L"
0x7100cea5e8,"CaptureAdjustSize"
0x7100cea5fa,"_close"
0x7100cea601,"BottomRight"
0x7100cea60d,"DragButton"
0x7100cea618,"TouchSelect"
0x7100cea624,"AlignDefaultMargin"
0x7100cea637,"EnemyDeathWatchAreaGabon"
0x7100cea650,"EnableVerticalCheck"
0x7100cea664,"PlayerFallActionControlArea"
0x7100cea680,"MoveApproachLv1"
0x7100cea690,"Tail"
0x7100cea695,"カブ[大]落下"
0x7100cea6a7,"StageEnd"
0x7100cea6b0,"CollisionParts"
0x7100cea6bf,"BeardL2"
0x7100cea6c7,"BeardL8"
0x7100cea6cf,"MoveNext"
0x7100cea6d8,"AppearOnStart"
0x7100cea6e6,"ZoomIn2"
0x7100cea6ee,"IsUseMoveLimitMaxZ"
0x7100cea701,"MoveLimitMin"
0x7100cea70e,"Action"
0x7100cea715,"<HideModel>"
0x7100cea721,"CourseInSleep"
0x7100cea72f,"Angry"
0x7100cea735,"死亡"
0x7100cea73c,"反応"
0x7100cea743,"キューブチョロボン[子供]"
0x7100cea767,"IsCoinAttach"
0x7100cea774,"クローラーリスト"
0x7100cea78d,"Poison"
0x7100cea794,"GiveUpStart"
0x7100cea7a0,"DRC拘束"
0x7100cea7aa,"IsControlShadowLength"
0x7100cea7c0,"RunBrosOnTower"
0x7100cea7cf,"HeightNum"
0x7100cea7d9,"地面衝突"
0x7100cea7e6,"LinkMoking"
0x7100cea7f1,"[state]持たれる"
0x7100cea805,"ファイアパックンファイアボール"
0x7100cea833,"FallLeaf"
0x7100cea83c,"ShadowMaskLength"
0x7100cea84d,"DoubleDamage"
0x7100cea85a,"Chase"
0x7100cea860,"AttackNeck"
0x7100cea86b,"PressDownAttackWait"
0x7100cea87f,"攻撃[衝突]"
0x7100cea88e,"PlayMode"
0x7100cea897,"ShowBubbleTutorial"
0x7100cea8aa,"Pic"
0x7100cea8ae,"Page"
0x7100cea8b3,"ButtonBack"
0x7100cea8be,"In"
0x7100cea8c1,"Lock"
0x7100cea8c6,"SelectArrow"
0x7100cea8d2,"CoinAdd"
0x7100cea8da,"ItemDemo1"
0x7100cea8e4,"CounterDown"
0x7100cea8f0,"デモ用フィルター"
0x7100cea909,"特殊ボーナス左ページ"
0x7100cea928,"特殊ボーナス右ページ"
0x7100cea947,"PageL"
0x7100cea94d,"SetGoalIcon_BONUS1"
0x7100cea960,"CameraTutorial"
0x7100cea96f,"OneUp"
0x7100cea975,"シーズン選択"
0x7100cea988,"BookDLCTwinkleSingle6"
0x7100cea99e,"TxtGuide_00"
0x7100cea9aa,"確認ウインドウ[自動]"
0x7100cea9c8,"Set2PShare"
0x7100cea9d3,"Window2PControls_2PSHeader"
0x7100cea9ee,"Set1P_JoyConR"
0x7100cea9fc,"TwoPlayerShare"
0x7100ceaa0b,"WindowSave"
0x7100ceaa16,"OnAnim"
0x7100ceaa1d,"SwitchSlidingOn"
0x7100ceaa2d,"GroundWaitB"
0x7100ceaa39,"HeadBelt"
0x7100ceaa42,"レンガブロック"
0x7100ceaa58,"UpperPunchCenter"
0x7100ceaa69,"ReactionMic"
0x7100ceaa75,"IsLightFire"
0x7100ceaa81,"燭台の炎"
0x7100ceaa8e,"ライン配置コイン用コイン"
0x7100ceaab3,"着地"
0x7100ceaaba,"IsEnableTouchAppear"
0x7100ceaace,"WarpWait"
0x7100ceaad7,"GrabBallEnd"
0x7100ceaae3,"爆発コンボカウンター保持"
0x7100ceab08,"DelayAppearFrame"
0x7100ceab19,"durian"
0x7100ceab20,"SwitchGoalDemoStartOn"
0x7100ceab36,"ColorAlpha"
0x7100ceab41,"KinokoTreasure"
0x7100ceab50,"IsKillerMaze"
0x7100ceab5d,"RideNum"
0x7100ceab65,"KinopioMemberNpc"
0x7100ceab76,"SlideStart"
0x7100ceab81,"Charge"
0x7100ceab88,"RotateObjectLink"
0x7100ceab99,"PgStop"
0x7100ceaba0,"TreeConiferSnow"
0x7100ceabb0,"Ride"
0x7100ceabb5,"GetOffPoint"
0x7100ceabc1,"FocusPointOffsetY"
0x7100ceabd3,"かけら集め終了デモ"
0x7100ceabef,"GatherPlayer"
0x7100ceabfc,"RouteDokanLauncherMove"
0x7100ceac13,"キノピオ隊員[アイテムを出す]ステート"
0x7100ceac49,"キノピオ隊員[リフト]ステート"
0x7100ceac73,"MoveWater"
0x7100ceac7d,"GiantJump2"
0x7100ceac88,"PushedBrake"
0x7100ceac94,"TurnAround"
0x7100ceac9f,"雲ボーナス大砲（暗闇用）"
0x7100ceacc4,"StickRoundThreshold"
0x7100ceacd8,"AnimRateMini"
0x7100ceace5,"FallSpeedMax"
0x7100ceacf2,"FollowBackDamper"
0x7100cead03,"StandSwimWalkAnimRateMax"
0x7100cead1c,"DiveTrampleCancelFrame"
0x7100cead33,"SwimSurfaceGravity"
0x7100cead46,"SlideSideSpeedMax"
0x7100cead58,"ForceSlideBrake"
0x7100cead68,"ObjectData/KinopioRaccoonDogWhite"
0x7100cead8a,"ObjectData/KinopioRaccoonDogWhiteTail"
0x7100ceadb0,"KinopioHandL"
0x7100ceadbd,"ArmL1"
0x7100ceadc3,"Friction"
0x7100ceadcc,"PlayerProcess"
0x7100ceadda,"Dead"
0x7100ceaddf,"水柱ヒット[水面]"
0x7100ceadf7,"cam_ctrl_motion"
0x7100ceae07,"stage_clear_gem_1"
0x7100ceae19,"WalkDownDragon"
0x7100ceae28,"WalkUpDragon"
0x7100ceae35,"CourseSelectScene"
0x7100ceae47,"AmiiboToadCourseInMessageNoCourse"
0x7100ceae69,"ターゲット寄り中間"
0x7100ceae85,"Crab"
0x7100ceae8a,"DarknessTrapGas"
0x7100ceae9a,"DarknessTrapKeyMoveMapParts"
0x7100ceaeb6,"DeadSyncWatcher"
0x7100ceaec6,"NeedleSeed"
0x7100ceaed1,"PatanPanel"
0x7100ceaedc,"PrePassProjOrthoLight"
0x7100ceaef2,"なし"
0x7100ceaef9,"1UPキノコ[リフティング]"
0x7100ceaf1a,"1UPキノコ[真上出現]"
0x7100ceaf35,"SeasonId"
0x7100ceaf3e,"RStick"
0x7100ceaf45,"デモ"
0x7100ceaf4c,"常駐[1st]"
0x7100ceaf58,"VRMenu3"
0x7100ceaf60,"黒フェード[エンディング]"
0x7100ceaf84,"ShowTouchControls_2PJ"
0x7100ceaf9a,"ConsoleForceParamHeight"
0x7100ceafb2,"RootTask"
0x7100ceafbb,"SystemData/primitive_drawer_nvn_shader.bin"
0x7100ceafe6,"IsGhostBusterStage"
0x7100ceaff9,"特殊(ボーナス)"
0x7100ceb00e,"null"
0x7100ceb013,"踏みつけヒット"
0x7100ceb029,"ライドンアタックヒット"
0x7100ceb04b,"プログラマブル"
0x7100ceb061,"USERNAME"
0x7100ceb06c,"Min=0, Max=2"
0x7100ceb079,"ShaderOptionUBO"
0x7100ceb089,"IS_OUT_LINEAR"
0x7100ceb097,"uReducedBufferTexelSizeInv"
0x7100ceb0b2,"センサー"
0x7100ceb0bf,"Layout"
0x7100ceb0c6,"シャドウマスク[地形オブジェ]"
0x7100ceb0f0,"FogColorBlue"
0x7100ceb0fd,"YFogRangeStart"
0x7100ceb10c,"YFogInterp"
0x7100ceb117,"IsEnableTexOption"
0x7100ceb129,"縮小バッファのスケール"
0x7100ceb14b,"DiffuseIntensity"
0x7100ceb15c,"aglssii"
0x7100ceb164,"IsUseDeadPlayer"
0x7100ceb174,"InitCollision"
0x7100ceb182,"InitActor%s"
0x7100ceb18e,"NoGroupClipping"
0x7100ceb19e,"InitShadowMask"
0x7100ceb1ad,"SpeedUp"
0x7100ceb1b5,"CreatorList"
0x7100ceb1c1,"WaitSign"
0x7100ceb1ca,"uRoughnessMipRefract"
0x7100ceb1df,"cRefractionType"
0x7100ceb1ef,"cUsingModelLightPreset"
0x7100ceb206,"applyRenderState"
0x7100ceb217,"%s：　適用式(0 = 加算、1 = 乗算)"
0x7100ceb242,"SePlayName"
0x7100ceb24d,"SkyTexMtxVUnder"
0x7100ceb25d,"depth_end_multi"
0x7100ceb26d,"sStepInterpolation"
0x7100ceb280,"インダイレクト２テクスチャ名"
0x7100ceb2ab,"カメラインダイレクトテクスチャのスケール"
0x7100ceb2e8,"カメラインダイレクトスクロール速度"
0x7100ceb31c,"ヒストグラム上限"
0x7100ceb335,"AutoExposureBlendRateUp"
0x7100ceb34d,"ComposeWithMask"
0x7100ceb35d,"MakeLightStreakMask"
0x7100ceb371,"SystemData/ResourceSystem"
0x7100ceb38b,"KeepAnim"
0x7100ceb394,"gbuf_albedo"
0x7100ceb3a0,"gbuf_view_normal"
0x7100ceb3b1,"SceneModelLightParamNum"
0x7100ceb3c9,"standard"
0x7100ceb3d2,"Fresnel 1 World"
0x7100ceb3e2,"ワールド[水面]"
0x7100ceb3f7,"Edge Strong Whole Weak Map"
0x7100ceb412,"Liquid Metal"
0x7100ceb41f,"地形[マグマ]"
0x7100ceb431,"Magma"
0x7100ceb437,"MirrorTexWidthScale"
0x7100ceb44b,"MirrorTexHeightScale"
0x7100ceb460,"PolygonOffset"
0x7100ceb46e,"IsFollowHostScale"
0x7100ceb480,"Hash"
0x7100ceb485,"StringTable"
0x7100ceb491,"変更なし"
0x7100ceb49e,"IsPlayHeadOneTime"
0x7100ceb4b0,"Ba4"
0x7100ceb4b4,"Gt5"
0x7100ceb4b8,"EffectData/AllEffectData"
0x7100ceb4d1,"EnableZSort"
0x7100ceb4dd,"BindWorldAxisX"
0x7100ceb4ec,"Min=%5.1f,Max=%5.1f,Menu=True,MenuDefault=Auto"
0x7100ceb51b,"RubyBaseLineOffset"
0x7100ceb52e,"*%s_*.bflan"
0x7100ceb53c,"PadStyle"
0x7100ceb545,"IsDisableSeStop"
0x7100ceb555,"AtmosphereSeName"
0x7100ceb566,"AddonSoundArchiveInfoList"
0x7100ceb580,"EffectBusUserInfoList"
0x7100ceb596,"EarlyMode"
0x7100ceb5a0,"VRFovy89_0.5"
0x7100ceb5ad,"DirectPitch"
0x7100ceb5b9,"PlayName"
0x7100ceb5c2,"姿勢なし"
0x7100ceb5cf,"MinX"
0x7100ceb5d4,"strm"
0x7100ceb5d9,"g3d_OptionUniformBlock"
0x7100ceb5f0,"nvnQueueGetError"
0x7100ceb601,"nvnWindowBuilderSetDefaults"
0x7100ceb61d,"nvnProgramSetDebugLabel"
0x7100ceb635,"nvnMemoryPoolBuilderSetStorage"
0x7100ceb654,"nvnBufferBuilderSetDevice"
0x7100ceb66e,"nvnBufferGetMemoryOffset"
0x7100ceb687,"nvnTextureBuilderSetFormat"
0x7100ceb6a2,"nvnTextureBuilderGetRawStorageClass"
0x7100ceb6c6,"nvnTextureViewSetTarget"
0x7100ceb6de,"nvnTextureViewGetFormat"
0x7100ceb6f6,"nvnSamplerBuilderGetLodSnap"
0x7100ceb712,"nvnBlendStateSetAdvancedOverlap"
0x7100ceb732,"nvnDepthStencilStateGetDepthFunc"
0x7100ceb753,"nvnVertexStreamStateGetDivisor"
0x7100ceb772,"nvnCommandBufferSetMemoryCallbackData"
0x7100ceb798,"nvnCommandBufferSetCommandMemoryCallbackEnabled"
0x7100ceb7c8,"nvnCommandBufferSetConservativeRasterEnable"
0x7100ceb7f4,"nvnCommandBufferCopyBufferToTexture"
0x7100ceb818,"nvnCommandBufferCopyTextureToTexture"
0x7100ceb83d,"nvnCommandBufferGetCopyRowStride"
0x7100ceb85e,"nvnCommandBufferSignalEvent"
0x7100ceb87a,"__CUS_Vec3_3"
0x7100ceb887,"__CUS_Rgba_1"
0x7100ceb894,"__CUS_Rgba_2"
0x7100ceb8a1,"__ArchiveShader.bushvt"
0x7100ceb8b8,"SARC"
0x7100ceb8bd,"  EmitterConstBuf WorkSize : %d \n"
0x7100ceb8df,"There is no available EmitterSet instance.\n"
0x7100ceb90b,"sysTexCoordAttr"
0x7100ceb91b,"sysEmtMat0Buff"
0x7100ceb92a,"Resource       ID  :%8d\n"
0x7100ceb943,"Allocate       Size:%8d\n"
0x7100ceb95c,"%s.fmdb : A format of _u1 is different from _uo of the particle shape.\n"
0x7100ceb9a4,"      UseList size: %d\n"
0x7100ceb9bc,"  max_allocatable_size: %llu\n"
0x7100ceb9da,"%u"
0x7100ceb9dd,"Jun"
0x7100ceb9e1,"sead::InfLoopChecker"
0x7100ceb9f6,"\n//================= PROGRAM HALT ==================//\nSource File: %s\nLine Number: %d\nDescription: "
0x7100ceba5b,"sp      = 0x%016llX (%21lld)\n"
0x7100ceba79,"ALB1"
0x7100ceba7e,"NVN_DEVICE_INFO_SUBPIXEL_BITS"
0x7100ceba9c,"// ------------------------------------------------\n"
0x7100cebad1,"cTextureFormat_R16_G16_uNorm"
0x7100cebaee,"Dir=X, Layout=Wrap, GroupHeader=%s, BgColor=%s"
0x7100cebb1d,"Zero2D"
0x7100cebb24,"SaveAcceptReadOnlyFile"
0x7100cebb3b,"reduce_4"
0x7100cebb44,"alpha"
0x7100cebb4a,"texture_cube_map"
0x7100cebb5b,"ssao_blur"
0x7100cebb65,"shadow_mask"
0x7100cebb71,"ssii_anti_howling"
0x7100cebb83,"local_reflection_specular"
0x7100cebb9d,"local_reflection_specular_vec4"
0x7100cebbbc,"cTexCoordCoeff1"
0x7100cebbcc,"cWVP[0]"
0x7100cebbd4,"cTexOffsetAdjust"
0x7100cebbe5,"cWorldMtx[0]"
0x7100cebbf2,"cRange"
0x7100cebbf9,"cSrcAlbedo"
0x7100cebc04,"cSrcNormal"
0x7100cebc0f,"cSrcPos"
0x7100cebc17,"cSrc"
0x7100cebc1c,"cOneMinusNearDivFar"
0x7100cebc30,"cHaloWidth"
0x7100cebc3b,"cColorCube"
0x7100cebc46,"cLightTexture0"
0x7100cebc55,"cLightTexture2"
0x7100cebc64,"cNormalCubeMapTexture"
0x7100cebc7a,"cScatterTexture"
0x7100cebc8a,"プログラム数     :%d\nバリエーション数 :%d"
0x7100cebcc2,"ksky"
0x7100cebcc7,"減衰（乗数）"
0x7100cebcda,"cAltitude"
0x7100cebce4,"cScatterFogCoeff"
0x7100cebcf5,"○"
0x7100cebcf9,"Symbol Type: "
0x7100cebd07,"SAMPLER_IMAGE"
0x7100cebd15,"chroma_distortion"
